Date,Open,High,Low,Close,Volume,Range (%),Volume Change (%),RSI,MA5,MA30
2024-12-13 00:00:00-05:00,447.5426110314286,450.5266178755225,444.6883184556146,446.37493896484375,20177800,1.3128969612208616,,,,
2024-12-16 00:00:00-05:00,446.37494735046533,451.27512549789225,444.38893932865295,450.6863098144531,23598800,1.549585410393515,16.95427648207435,,,
2024-12-17 00:00:00-05:00,450.10748972576295,454.3789237624039,448.67036888572403,453.5505676269531,22733500,1.2723271409380292,-3.6667118667050858,,,
2024-12-18 00:00:00-05:00,450.4168569277278,451.7441820228141,436.1454548251872,436.5147399902344,24444500,3.576496562111156,7.526337783447334,,,
2024-12-19 00:00:00-05:00,440.73626782337294,442.29314366547726,435.4468858542376,436.15545654296875,22963700,1.5722371737276288,-6.057804414080881,,444.6564025878906,
2024-12-20 00:00:00-05:00,432.2432815476765,442.85201454579715,427.7722660445124,435.726318359375,64263700,3.5251814337387706,179.84906613481274,,442.52667846679685,
2024-12-23 00:00:00-05:00,435.86603695951885,436.7742196281346,431.96385754199804,434.3790283203125,19152500,1.1136029096297355,-70.19701635604548,,439.2652221679688,
2024-12-24 00:00:00-05:00,433.7802087154167,438.7203153724094,433.32113775673025,438.4508361816406,7164500,1.2459991321056416,-62.592350868032895,,436.2452758789062,
2024-12-26 00:00:00-05:00,438.20133650274425,440.0576302640168,435.7562575113133,437.2332763671875,8194200,0.9871052173225034,14.37225207620909,,436.38898315429685,
2024-12-27 00:00:00-05:00,433.73031978660106,434.3490742197977,425.49682901810996,429.66845703125,18117700,2.0804491591900907,121.10395157550462,,435.0915832519531,
2024-12-30 00:00:00-05:00,425.2074080072107,426.6944166190143,421.05572893712207,423.9798583984375,13158700,1.339178473150352,-27.37102391583921,,432.74229125976564,
2024-12-31 00:00:00-05:00,425.24732556190753,425.8760697244736,419.81820926028456,420.6565246582031,13246500,1.4429722986201425,0.667239164963096,,429.99779052734374,
2025-01-02 00:00:00-05:00,424.67847521686525,425.2174031564215,414.01985416103116,417.74237060546875,16896500,2.704592275672626,27.554448344845817,,425.85609741210936,
2025-01-03 00:00:00-05:00,420.2373611517797,423.1814700735548,418.7004647827294,422.5028381347656,16662900,1.0702174150082866,-1.3825348444944208,28.642875279509212,422.910009765625,
2025-01-06 00:00:00-05:00,427.1435291929144,433.450889550372,424.6285829292995,426.99383544921875,20573600,2.077652559375962,23.469504107928387,33.950435077958204,422.3750854492188,
2025-01-07 00:00:00-05:00,428.1415176926379,429.7882097463078,419.957914728963,421.5247802734375,18139100,2.3407809860398086,-11.833125947816614,26.305536861910966,421.8840698242187,
2025-01-08 00:00:00-05:00,422.61261379874435,426.11559975123726,420.69647292951623,423.7104187011719,15054600,1.2881322213102904,-17.00470254863803,25.48377941163197,422.4948486328125,
2025-01-10 00:00:00-05:00,423.7802594986814,423.86008600637365,414.1894746460312,418.11163330078125,20201100,2.3348278873109933,34.18556454505599,31.3812618676382,422.568701171875,
2025-01-13 00:00:00-05:00,414.4090535363967,417.66253969684465,411.4649750549722,416.35516357421875,17604800,1.5062192452819279,-12.852270420917677,30.5184697647381,421.33916625976565,
2025-01-14 00:00:00-05:00,416.9739281792526,418.9000587938386,409.89811945983064,414.8382263183594,16935900,2.196140676583445,-3.799531945832957,29.878890180397704,418.9080444335938,
2025-01-15 00:00:00-05:00,418.29128437786517,427.29322350331137,417.4329894853562,425.4569091796875,19637800,2.3621118278437074,15.953684185664763,42.707983107343,419.69447021484376,
2025-01-16 00:00:00-05:00,427.84212760615685,428.6305247845027,423.5407549144398,423.7303466796875,15300000,1.2017190343562374,-22.08903237633544,37.48939858668572,419.6984558105469,
2025-01-17 00:00:00-05:00,433.22135040368397,433.61058460419247,427.31321381371214,428.1714782714844,26197500,1.4737130954311368,71.22549019607843,42.69864992261877,421.7104248046875,
2025-01-21 00:00:00-05:00,429.33912735658424,430.03770829379437,424.7483264493822,427.64251708984375,26085700,1.2452978658274958,-0.4267582784616808,48.15889838969476,423.9678955078125,
2025-01-22 00:00:00-05:00,436.68440364505375,446.37496460039233,435.1275277712005,445.30712890625,27803800,2.584859865521074,6.586367243355551,65.91687400185305,430.0616760253906,
2025-01-23 00:00:00-05:00,441.1155043659929,445.85599903960934,440.61650492666485,445.8160705566406,18389300,1.189127972819935,-33.86047950280178,69.60034159163443,434.1335083007813,
2025-01-24 00:00:00-05:00,444.2691915941594,445.7562002010948,440.5167060042179,443.17138671875,15549500,1.1893973884447337,-15.442675903922387,69.89379572604435,438.02171630859374,
2025-01-27 00:00:00-05:00,423.16152296669173,434.32913308449037,422.6525337820519,433.6903991699219,35647800,2.7626947360168272,129.2536737515676,58.15034407198389,439.12550048828126,
2025-01-28 00:00:00-05:00,433.73032267022137,447.4827461239755,430.51676503368185,446.30511474609375,23491700,3.94084097723031,-34.10056160548477,62.579627584243624,442.85802001953124,
2025-01-29 00:00:00-05:00,445.79611510422404,445.98573732495043,439.51869372032735,441.44482421875,23581400,1.4713921607935447,0.3818369892344853,63.07992391786142,442.08555908203124,432.19639180501304
2025-01-30 00:00:00-05:00,417.9319804505241,422.0137922192137,412.33322134699057,414.1595458984375,54586300,2.3477542848958697,131.48031923465103,45.283381705736836,435.75425415039064,431.12254536946614
2025-01-31 00:00:00-05:00,418.141600337115,419.84816997012905,414.0797374049759,414.22943115234375,34223400,1.393072890092069,-37.30404881811003,47.97206560705399,429.9658630371094,429.9073160807292
2025-02-03 00:00:00-05:00,410.7763492208031,414.57872255523336,407.8422300476431,410.09771728515625,25679100,1.6517398178220293,-24.966251161485996,46.81046465757652,425.24732666015626,428.4588877360026
2025-02-04 00:00:00-05:00,411.86416676091864,413.09171636714575,408.9200578355856,411.5447998046875,20532100,1.0201648101197873,-20.04353735138693,48.32008368526495,418.295263671875,427.6265563964844
2025-02-05 00:00:00-05:00,411.5248607564065,413.0018796658512,409.5787506797878,412.4629821777344,16316700,0.835768208282774,-20.53077863443097,42.64408885590303,412.4988952636719,426.83680725097656
2025-02-06 00:00:00-05:00,413.1715497090401,417.36315732347487,413.1715497090401,414.9879150390625,16309800,1.014495702181463,-0.04228796263950896,45.09521184249726,412.66456909179686,426.14552714029946
2025-02-07 00:00:00-05:00,415.6465973451397,417.8122379259866,407.2833615993766,408.9300537109375,22886800,2.5851476685086734,40.325448503353826,39.397277173194695,411.6046936035156,425.29722798665364
2025-02-10 00:00:00-05:00,412.8821197108573,414.62861779989964,410.0977246861568,411.3951110839844,20817900,1.1048325413681,-9.039708478249475,41.23412899781971,411.8641723632812,424.39537048339844
2025-02-11 00:00:00-05:00,408.8202828688126,411.6645553606299,408.48093644203584,410.6166687011719,18140600,0.7793800480198936,-12.860567108113685,27.113504223807226,411.6785461425781,423.5081502278646
2025-02-12 00:00:00-05:00,406.3951110778186,409.92803560329327,403.56079794352274,408.2214660644531,19121700,1.577764166444532,5.408310640221381,25.799848501040373,410.8302429199219,422.7932505289713
2025-02-13 00:00:00-05:00,406.185550721702,410.17754630619044,405.54681680905935,409.7184753417969,23891700,1.1418483157053942,24.945480788842,28.14296395992224,409.77635498046874,422.31787109375
2025-02-14 00:00:00-05:00,406.9739674594389,408.0917213200678,405.06778596420224,407.6126708984375,22758500,0.7465257570822446,-4.743069768999275,31.1444843344197,409.51287841796875,421.88307596842446
2025-02-18 00:00:00-05:00,407.18354917543536,409.7783523938356,405.6865508328786,408.8202819824219,21423100,1.0086115875807247,-5.867697783245818,17.54242622347816,408.99791259765624,421.58567301432294
2025-02-19 00:00:00-05:00,407.06380569744374,414.6585628844229,406.8342549807474,413.94000244140625,24114200,1.9232175776461529,12.56167408078197,26.290493658019173,409.66257934570314,421.3002451578776
2025-02-20 00:00:00-05:00,415.2900085449219,419.30999755859375,412.5400085449219,416.1300048828125,23508700,1.6410502917160543,-2.510968640883793,52.99384427632689,411.244287109375,420.9381174723307
2025-02-21 00:00:00-05:00,417.3399963378906,418.04998779296875,407.8900146484375,408.2099914550781,27524800,2.490860962430812,17.08346271805756,42.61574942403258,410.9425903320313,420.4942911783854
2025-02-24 00:00:00-05:00,408.510009765625,409.3699951171875,399.32000732421875,404.0,26443700,2.5167754203732877,-3.927730628378767,42.534062103929024,410.2200561523438,419.8372772216797
2025-02-25 00:00:00-05:00,401.1000061035156,401.9200134277344,396.70001220703125,397.8999938964844,29387400,1.3158560776597334,11.131952033943815,35.002358093426125,408.03599853515624,419.16355590820314
2025-02-26 00:00:00-05:00,398.010009765625,403.6000061035156,394.25,399.7300109863281,19619000,2.371593177809924,-33.2400960956056,36.27962038553361,405.1940002441406,418.60938415527346
2025-02-27 00:00:00-05:00,401.2699890136719,405.739990234375,392.1700134277344,392.5299987792969,21127400,3.4602280495729896,7.6884652632652095,28.01552026279768,400.4739990234375,417.86577657063805
2025-02-28 00:00:00-05:00,392.6600036621094,397.6300048828125,386.57000732421875,396.989990234375,32845700,2.8610594068457202,55.464941261111164,37.93418218690404,398.22999877929686,416.91687927246096
2025-03-03 00:00:00-05:00,398.82000732421875,398.82000732421875,386.1600036621094,388.489990234375,23007700,3.2784347270689636,-29.95217029930859,29.369894732328532,395.12799682617185,415.74220072428386
2025-03-04 00:00:00-05:00,383.3999938964844,392.5799865722656,381.0,388.6099853515625,29342900,3.0393665544004267,27.535129543587587,29.94117944857888,393.2699951171875,414.42348429361977
2025-03-05 00:00:00-05:00,389.3399963378906,401.6700134277344,388.80999755859375,401.0199890136719,23433100,3.3075322007898262,-20.14047691264327,44.44931612021833,393.5279907226562,413.53606669108075
