Date,Open,High,Low,Close,Volume,Range (%),Volume Change (%),RSI,MA5,MA30
2024-12-13 00:00:00-05:00,247.54782582286595,249.01619729452798,245.96955931284188,247.85748291015625,33155300,1.238623994854245,,,,
2024-12-16 00:00:00-05:00,247.71764416028498,251.10392039685559,247.3780059899919,250.7642822265625,51694800,1.506162357462948,55.917153516933936,,,
2024-12-17 00:00:00-05:00,249.80533943156328,253.5512208135588,249.50566587259755,253.20159912109375,51356400,1.6214280853353473,-0.6546112955268191,,,
2024-12-18 00:00:00-05:00,251.88305927654196,254.0007260278641,247.46791553993853,247.77757263183594,56774100,2.639861605360812,10.54922073977147,,,
2024-12-19 00:00:00-05:00,247.22817727073837,251.72323503929724,246.81862390484895,249.51565551757812,60882300,1.9871317070218595,7.236046013939457,,249.8233184814453,
2024-12-20 00:00:00-05:00,247.76758181309805,254.71994465608725,245.42017186050566,254.21051025390625,147495300,3.7893269836301333,142.2630222577005,,251.09392395019532,
2024-12-23 00:00:00-05:00,254.49020366493687,255.36922684225433,253.17164603591402,254.98965454101562,40858800,0.8680201123425059,-72.2982359437894,,251.93899841308593,
2024-12-24 00:00:00-05:00,255.2094124344067,257.92641115938613,255.0096198916901,257.91644287109375,23234700,1.1437965630217684,-43.134159593526974,,252.88196716308593,
2024-12-26 00:00:00-05:00,257.90642916266114,259.81433504408284,257.34704665632455,258.7355041503906,27237100,0.9587397329075397,17.22595944858336,,255.07355346679688,
2024-12-27 00:00:00-05:00,257.54682582842287,258.41589596104086,252.78207543596488,255.30929565429688,42355300,2.2287262715758276,55.5059092194103,,256.23228149414064,
2024-12-30 00:00:00-05:00,251.95298524244893,253.22159473829512,250.47461491371794,251.9230194091797,35557500,1.0967098703888396,-16.049467244949277,,255.7747833251953,
2024-12-31 00:00:00-05:00,252.16275955239965,253.00183336212825,249.15605553782555,250.1449737548828,39480700,1.5435217161394077,11.033396611122836,,254.80584716796875,
2025-01-02 00:00:00-05:00,248.65660659999048,248.826433311358,241.55442975303322,243.5821990966797,55740700,3.0105030844434157,41.18468010952188,,251.93899841308593,
2025-01-03 00:00:00-05:00,243.0927276611328,243.91181916074598,241.624340886356,243.0927276611328,40244100,0.9467085418624467,-27.801229622161184,43.62469656043985,248.81044311523436,
2025-01-06 00:00:00-05:00,244.04168187374515,247.05836939894766,242.93290033169586,244.73092651367188,45045600,1.6981928185185968,11.93094142992388,45.99231878377353,246.69476928710938,
2025-01-07 00:00:00-05:00,242.71314361950866,245.28032844029428,241.08494412707995,241.94400024414062,40856000,1.7402100029120338,-9.300797414175854,38.6591380846063,244.69896545410157,
2025-01-08 00:00:00-05:00,241.65429905026372,243.44234164075266,239.78635773622742,242.43344116210938,37628900,1.5246838640198794,-7.898717446641868,35.42452374244792,243.1566589355469,
2025-01-10 00:00:00-05:00,239.7463920626497,239.8962364632009,232.74409661721964,236.58987426757812,61710900,3.0729629451113216,63.99868186420543,35.02670575150846,241.75819396972656,
2025-01-13 00:00:00-05:00,233.27352322575203,234.41227060505477,229.46771001708314,234.14256286621094,49630700,2.1547958044308415,-19.575472080296997,29.808415727089923,239.9681610107422,
2025-01-14 00:00:00-05:00,234.49217517741417,235.8606656353981,232.21468051006943,233.02378845214844,39435300,1.5700924322786642,-20.542527105199003,19.28747466784519,237.6267333984375,
2025-01-15 00:00:00-05:00,234.38230107288462,238.6975638581554,234.17252500331003,237.60874938964844,39832000,1.9323525912279487,1.0059515205919523,27.308223285130595,236.75968322753906,
2025-01-16 00:00:00-05:00,237.089336348529,237.74859991927732,227.7795647267042,228.00930786132812,71759100,4.376615261572844,80.15439847358907,16.748021161895565,233.8748565673828,
2025-01-17 00:00:00-05:00,231.86506609768284,232.03487756376998,228.22906438809179,229.7274169921875,68488300,1.667540979446249,-4.558028180398022,18.379769961385236,232.5023651123047,
2025-01-21 00:00:00-05:00,223.75398423747347,224.17352112887505,219.13906319002535,222.39547729492188,98070400,2.297380423901919,43.19292492294304,16.93755805362852,230.15294799804687,
2025-01-22 00:00:00-05:00,219.54859611049605,223.87384226456615,219.54859611049605,223.58416748046875,64126500,1.970063225498039,-34.61176868861553,20.218316004655478,228.26502380371093,
2025-01-23 00:00:00-05:00,224.493183388126,226.78066167492807,222.05586069453574,223.41436767578125,60234800,2.1277533345052566,-6.068785915339214,20.92565650651204,225.4261474609375,
2025-01-24 00:00:00-05:00,224.53312753788666,225.38220009721186,221.16683361690275,222.5353240966797,54697900,1.9059668266584766,-9.192194545345878,23.87796657932354,224.33135070800782,
2025-01-27 00:00:00-05:00,223.77396171163917,231.89502211760887,223.73399710835045,229.6075439453125,94863400,3.647646363420657,73.43152113700893,35.61378565807898,224.3073760986328,
2025-01-28 00:00:00-05:00,230.59647127201654,239.9262098046868,230.55650666713984,237.99832153320312,75707600,4.063950860894261,-20.193035459407948,43.72204481025899,227.42794494628907,
